PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
msvu:6530,,info:fedora/msvu:5955,,,,16 pages; b&w,,,Topics covered include: International Women's Day; Women's relationship with food; Women's sport; History of IWD in Halifax; Women and body hair; Ecole Polytechnique; Domesticity; Women and Poverty; Banquet 1990; Poetry; Sexism at York University; Women and Alcohol,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6530,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Jean Sloan (Editor),Mount Saint Vincent University (Issuing body)",,"February 29\, 1990","1990\, Vol. 25\, No. 18: The Struggle Continues",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6530/datastream/OBJ/download,1346,islandora:sp_pdf
msvu:6539,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Equality at universities; Women in news and journalism; Alcohol Awareness; National Students Day; Parking on Campus; Essay writing services and criminal law; Security increase at Montreal; Skinheads; Canadian Federation of Students; Grand Prix; For the Run of it; Soccer Streak Broken; Fall Grad 1990; Roxy Carmichael (film); Fantasia (film),"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6539,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","John Jarvis (Editor),Mount Saint Vincent University (Issuing body)",,"October 17\, 1990","1990\, Vol. 26\, No. 6: Equality Easier Said then Done",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6539/datastream/OBJ/download,1347,islandora:sp_pdf
msvu:6535,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Privatization of federal student loan program; Garbage on Nova Scotia beaches and shorelines; Private Universities; Career Counselling and Study Skills; Greetings from Executive Vice-President\, Student Union - Sandra (Sam) Boehner; Shinerama; The Canadian Federation of Students; MSVU Coaching - Patsy Pyke; Nova Scotia Colleges Athletic Association or the NSCAA","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6535,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","John Jarvis (Editor),Mount Saint Vincent University (Issuing body)",,"September 5\, 1990","1990\, Vol. 26\, No. 1: Don't Tax My Loan",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6535/datastream/OBJ/download,1348,islandora:sp_pdf
msvu:6536,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Drinking and Date Rape; Vinnie Sales Responsible; Disposable/Reusable Coffee Cups; Women's Enrollment Up at Ecole Polytechnique; Private Universities; Orientation Week; Canadas National Coaching Certification; Program; Fun Run For Adsum House; ICU (band); Hopping Penguins (band); Jambo (band); Alias (band); First year students,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6536,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","John Jarvis (Editor),Mount Saint Vincent University (Issuing body)",,"September 12\, 1990","1990\, Vol. 26\, No. 2: Alcohol Awareness",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6536/datastream/OBJ/download,1349,islandora:sp_pdf
msvu:6537,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Ben Wicks (public speaker); Know When to Draw the Line campaign; Shinerama; Sexism at UBC Student Council; Mary Moulton - Director of University Relations; Health Services Discussion Series - Anne Bulley health educator; Sexism in Engineering; Meech Lake Accord; Women's Soccer Kicks Off; Intracollegiate teams at Mount strong; Patsy Pike - athletic director; Halifax Night-life; Public transit; Ghost (film); Air America (film); new Psychology Society,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6537,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","John Jarvis (Editor),Mount Saint Vincent University (Issuing body)",,"September 19\, 1990","1990\, Vol. 26\, No. 3: Ben Wicks Coming to the Mount",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6537/datastream/OBJ/download,1350,islandora:sp_pdf
msvu:6538,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Take Back the Night (event); Gift Trees Smashed; New Smoking Policy at the Mount; Mature Students; Female sailors; New Loan Limits For Students; Clara Brett Martin - first female lawyer and anti-Semitism; Student Union elections; Probation for Homophobic Banner at Acadia; Shiners; Audrey Norman - Player of the Week; For The Run of It Fun Run; Duran Duran (band); Ben Wicks Talks - September 27,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6538,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","John Jarvis (Editor),Mount Saint Vincent University (Issuing body)",,"September 26\, 1990","1990\, Vol. 26\, No. 4: Take Back the Night",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6538/datastream/OBJ/download,1351,islandora:sp_pdf
msvu:6433,,info:fedora/msvu:5955,,,,16 pages; b&w,,,"Topics covered include: Tourism and Hospitality degree; Mount library expansion; Marina Klein; University funding; Theft from language lab; Remembrance Day; AV department; The Aquinian; Student alcohol consumption; PR students; Mr. Dressup; Halloween; A Chorus Line; Soccer Mystics; Mount men's new basketball coach\, Louis Gannon; Women's cross country provincial champion; Hacky sack","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6433,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Suellen Murray and Eduardo Espejo (Co-Editors),Mount Saint Vincent University (Issuing body)",,"November 6\, 1985","1985\, Vol. 21\, No. 9: Tourism and Hospitality degree approved",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6433/datastream/OBJ/download,1352,islandora:sp_pdf
msvu:6268,,info:fedora/msvu:5955,,,,12 pages; b & w,,,"Topics covered include: The referendum\, why we oppose it; methodology questionable; the role of the student press; voice your point of view; positions open in Picaro; open forum\, students question Project One commitment; Halifax universities protests cuts loudly; moment of silence not too well heard; lack of support for sports teams disgusting; thanks to education society folks; New paper forms over council indecision at Scarborough; No police protection required in U.S.; Go directly to jail and pay your own way; Annual general meeting scheduled; Awards banquet honours active; Students misunderstand medical billing; Survey responses indicate satisfactory operation; SWAP\, work this summer and travel; Buckle up your baby; Yearbook close to schedule; Education society hosts conference; You me and child study; Mount loses basketball title to C.C.B; Sports comment what is a cheerleader; Enjoyable Canadian; Toga III\, a hit; complete with bedlinens; Mount's playhouse dinner theatre planned for this summer;","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6268,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 16\, 1982","1982\, Vol. 17\, No. 22: Project One referendum: We have the right and responsibility to take a stand",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6268/datastream/OBJ/download,1353,islandora:sp_pdf
msvu:6270,,info:fedora/msvu:5955,,,,7 pages; b & w,,,"Topics covered include: Half positions filled; Corner store turns a profit; Father Ritter practices what he preaches; Register early: beat the rush!; Debating team matches with university and student council presidents; Quest for fire-humans in the rawww!; At the gallery prints and potters; Flashback to good times; Porky's supposedly a comedy; Year end wrap-up on sports; Volleyball team holds their own at nationals; You me and child study; Central America-An ideological background; The Sicaro\, a satirical newspaper is included in this issue.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6270,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 30\, 1982","1982\, Vol. 17\, No. 24: Another year draws to a close",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6270/datastream/OBJ/download,1354,islandora:sp_pdf
msvu:6264,,info:fedora/msvu:5955,,,,15 pages; b & w,,,"Topics covered include: Book investigates use of sexist language; student bursary information; Coffee shop with new look; Winter Carnival financial report presented; Sociology/Anthropology Society constitution passed; Judicial system to be discussed; Fund Raising Report brought to council; Vincent Hall in the news; Constitution coming to referendum; Things are never how you think they are; What will a peace march accomplish anyway?; New Brunswick students take note; How to get yourself a room in residence; Elections next week; They hurt they feel forever; Basketball and volleyball teams gear up for playoffs; Godspell ready to emerge; Klick clicks; Mason Chapman plays new tunes-delights crowd; You me and Child Study; Business Society not just for business whizzes; The Psych society plus one\, maybe two; Eat right and keep moving; Student Union Constitution referendum date: February 17.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6264,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"February 9\, 1982","1982\, Vol. 17\, No. 18: Mount premiers Distance Education program",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6264/datastream/OBJ/download,1355,islandora:sp_pdf
msvu:6258,,info:fedora/msvu:5955,,,,10 pages; b & w,,,Topics covered include: Winter carnival; Arts and craft show; God spell and bursaries; Sports and society news; Cup conference; Macaroni syndrome; Entertainment; Continuing Education; Vinnie's pub information; Home Economics news; Blues and boogie at Dalhousie; MSVU Winter Frolic; Fear and loathing in the great white north.,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6258,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barbara Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"January 12\, 1982","1980\, Vol. 17\, No. 14: Winter at MSVU",,"Text,Student newspaper",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6258/datastream/OBJ/download,1356,islandora:sp_pdf
msvu:6263,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Available bursary information; Nominations open for student awards; Job watch: keeping an eye open for you; Top 10 fiction and non-fiction novels; Eighth annual community show is eighth annual hit; Neiman scholars learn new perspectives from Canadian visit; Turnout good for career week; Feds want more say in education funding; Issues: How long before we're starving; Please don't misinterpret our fun; Aches conference success; Robert Scott sends out a note in a bottle; Audience baffled and bored by ""Endgame""; Hockey team makes strong showing despite loss; MSVU Society information; Mount basketball team wins 71-57 over C.C.B.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6263,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barbara Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"February 2\, 1982","1982\, Vol. 17\, No. 17: Student commitment to Project One comes under question again",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6263/datastream/OBJ/download,1357,islandora:sp_pdf
msvu:6273,,info:fedora/msvu:5955,,,,7 pages; b & w,,,"Topics covered include: MSVU receives research grants and contracts; On campus news; Welcome from student union president; President Fulton welcomes students; New academic vice president appointed; Student contributions; Orientation week activities; Its and bits; Students vs U.S. corporations; Frosh wash; Capus; Mount counselling services available; At the art gallery; A little info on the book store; Berbick leaves\, Halifax loses; Athletic report; Sports shorts; MSVU recap.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6273,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"September 8\, 1982","1982\, Vol. 18\, No. 1: The 1982-1983 orientation special",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6273/datastream/OBJ/download,1358,islandora:sp_pdf
msvu:6269,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Canada an accomplice to South Africa injustice; TV lounge locked\, residents responsible for damages; Marriage fee to aid battered women; Senior class planning for the big week; Arms race the fault of it's macho image; Business is Canada's fastest growing spectator sport\, Peter C. Newman; UBC lays of 46\, 45 of them women; Carnival: Still within budget now that the bills are in; Lots of trust; Food for though; If Mount is not culturally deprived\, then help us improve it; Life is different in boarding school; Sports comment making a killing; Sports puzzler; What's new in history; You me and child study; Why are these women such a valuable Canadian resource; Godspell being shown again; Kreskin coming to Cohn; Big band sounds return.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6269,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 23\, 1982","1982\, Vol. 17\, No. 23: Referendum declared passed for full time only",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6269/datastream/OBJ/download,1359,islandora:sp_pdf
msvu:6266,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Constitution\, an amateur piece of work; general campus event notices; Do you have a hearing problem?; French segments of Sesame Street portray Maritimers as fisherman; Father Ritter known for helping those under 21; Service with VIA a disgrace; Mr. Blair takes a dim view of peace movement; What's in a pub?; Campaign platforms; The options are never closed; Godspell - appealing and colourful; Magic of movie intense; Are highly paid athletes worth it?; Commit yourself to fitness; Status of hockey questioned; You\, me and Child Study; Job watch.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6266,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"February 16\, 1982","1982\, Vol. 17\, No. 19: 10 of 11 position uncontested in upcoming student election",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6266/datastream/OBJ/download,1360,islandora:sp_pdf
msvu:6267,,info:fedora/msvu:5955,,,,11 pages; b & w,,,"Topics covered include: Union constitution barely passes; Election results\, no surprises; Bursary\, deadlines and event notices; New computer lab ready to open; Information on '82 constitution; New weapon should make seal hunting more humane; It loses something in translation; Returning officer reports election results; Where have the peanuts gone; Gonzo journalism\, let's get some going; Are we already too late?; To critique and defend Canadian politics: an un-American activity; Picaro readership services; Volleyball team goes into championship undefeated; MSVU hockey team returns for action; Why is Wayne Gretzky good?; Shoot The Moon: a winner; Father Ritter: to speak in Halifax; Project One referendum slated for mid-March.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6267,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patrica Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 2\, 1982","1982\, Vol. 17\, No. 20: Funding: Regan blames the provinces",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6267/datastream/OBJ/download,1361,islandora:sp_pdf
msvu:6265,,info:fedora/msvu:5955,,,,,,,,,msvu:6265,,,,,New Object,,,,,,,1362,islandora:newspaperIssueCModel
msvu:6262,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Tuition increases; Archeology of Jordan\, an interesting insight; Various campus society news; Electrical fire in the Birches; Dishpan hands the devils workshop; Scholarship money just not available for all those eligible; Winter Frolic '82; Recreation round up fun; Pub night standing room only; Yes Virginia\, there really is a men's hockey team; Winter Carnival Committee expresses gratitude; Readers want more dirt; Education wanted but at what cost; Gay rights\, put down by council at Wilfred Laurier; High school drop out not given job despite Masters level Qualifications; Trying to quit?; MSVU claims victory over Kings; Teams planning fundraiser; NHL: could use a facelift; Great White North routine brings out laughter at variety show; There is nothing like a pub crawl: a first hand account of someone that was there (sort of); Minglewood good-but not up to par.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6262,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barbara Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"January 26\, 1982","1982\, Vol. 17\, No. 16: MPHEC recommendations released: tuition likely to increase",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6262/datastream/OBJ/download,1363,islandora:sp_pdf
msvu:6261,,info:fedora/msvu:5955,,,,14 pages; b & w,,,"Topics covered include: Carnivals new mascot; Not a love story; Spring elections; Students in Poland; Dr. Strangelove to be shown; Art Gallery news; Ode to Picaro; Shareholders meeting picketed; Super Bowl comments; Gym open to everyone; Athletics and Recreation news; Child Studies department news; Rush\, a deal live album.","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6261,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barb Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"January 19\, 1982","1982\, Vol. 17\, No. 15: Public dissent growing against proposed rezoning",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6261/datastream/OBJ/download,1364,islandora:sp_pdf
msvu:6347,,info:fedora/msvu:5955,,,,"7 pages\, b & w",,,"Topics covered include: Conclusion of semester\, Student Council vacancies\, Registration\, Father Bruce Ritter\, Debate with University and Student Council Presidents; Quest for Fire; Mount Art Gallery exhibit; Stanley Cup; Sports finals; Central America\nNote: The Sicaro included in this edition","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6347,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 30\, 1982","1982\, Vol. 17\, No. 24: Another Year Draws to a Close",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6347/datastream/OBJ/download,1365,islandora:sp_pdf
msvu:6346,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Project One referendum\, TV lounge damage\,  South African apartheid and role of Canada; Convocation and the Big Week; Arms race; Business; University of British Columbia; Winter Carnival bills and budget; Student numbers; Culture at the Mount; Boarding School; Volleyball; Sports Quiz; History Society; Child and Youth Society; Godspell; Kreskin;","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6346,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 23\, 1982","1982\, Vol. 17\, No. 23: Referendum declared passed for full time only",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6346/datastream/OBJ/download,1366,islandora:sp_pdf
msvu:6353,,info:fedora/msvu:5955,,,,"7 pages\, b & w",,,"Topics covered include: Student Union Elections; Fundraising; Housing office responds to ""students living out of suitcases""; Student Affairs Committee; Politics of Education; Nancy White and Yolocamba-Ita; Dalhousie Arts and Crafts Festival; NFL right to strike; Athletics","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6353,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"October 12\, 1982","1982\, Vol. 18\, No.6: [No headline]",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6353/datastream/OBJ/download,1367,islandora:sp_pdf
msvu:6354,,info:fedora/msvu:5955,,,,8 pages; b & w,,,Topics covered include: Vinnie's repairs; New Housing Officer Maureen Coady; Student union budget; Student union election results; Residence overcrowding and housing shortage; John Whidden interview; C100; Lebanon; Poetry; Soccer team,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6354,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"October 19\, 1982","1982\, Vol. 18\, No. 7 (1): Vinnie's sound system undergoing repairs and improvements",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6354/datastream/OBJ/download,1368,islandora:sp_pdf
msvu:6338,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Kearney Lake proposed rezoning; Winter Carnival '82; Mascot; Richard Needham; Bank of Nova Scotia; Not a Love Story; Pornography; Spring Elections; Student Council; Poland; Sports; Societies; Rush; Reds; Picaro Recruitment,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6338,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barb Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"January 19\, 1982","1982\, Vol. 17\, No.15: No news at MSVU",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6338/datastream/OBJ/download,1369,islandora:sp_pdf
msvu:6339,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: MPHEC recommendations released\, tuition likely to increase; Career exploration; Archaeology of Jordan; Electrical fire in Birches; Winter Frolic '82; Scholarships; Men's Hockey; Cost of Education; Gay rights; Wilfrid Laurier University; Quitting Smoking; Sports; Student Council; Great White North; Pub Crawl; Technical University of Nova Scotia","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6339,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barb Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"January 26\, 1982","1982\, Vol. 17\, No.16: MPHEC recommendations released\, tuition likely to increase",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6339/datastream/OBJ/download,1370,islandora:sp_pdf
msvu:6340,,info:fedora/msvu:5955,,,,8 pages; b & w,,,Topics covered include: Project One; Evaristus lighting improvements; Student awards; Top ten novels; Used books; Annual Community Show; Career Week; Neiman scholars; Student Council; Poland; Politics in Schools; Robert Scott; Samuel Beckett's Endgame; Hockey; Skiing; Basketball; Elections,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6340,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Barb Woodroffe (Editor),Mount Saint Vincent University (Issuing body)",,"February 2\, 1982","1982\, Vol. 17\, No. 17: Student commitment to Project One comes under question again",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6340/datastream/OBJ/download,1371,islandora:sp_pdf
msvu:6335,,info:fedora/msvu:5955,,,,12 pages; b&w,,,Topics covered include: Campus Guide; Food; Registration; Library; Book Depository; Campus Book Store; Dal/MSVU Orientation Schedule; Mount Day; Picaro Staff; Proposed Student Union Constitution; Concert; Guide to Metro; Letter to Frosh,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6335,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Laura Purdy (Editor),Mount Saint Vincent University (Issuing body),Mount Saint Vincent University (Issuing body)",,"September 12\, 1972",1972: Orientation Issue,,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6335/datastream/OBJ/download,1372,islandora:sp_pdf
msvu:6337,,info:fedora/msvu:5955,,,,20 pages; b&w,,,Topics covered include: Awards Day Ceremony; Health Services at MSVU; Course Evaluations; Union's Financial Report; Rape and the Law; A Degree of Learning; Picture Supplement; Brawl Mars Event; Dublin Corporation; Canadian Indian Art; Interview with Lois Harnett; Photopool Expanding; Music; The Capitol;,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6337,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)",Mount Saint Vincent University (Issuing body),,"March 26\, 1974",1974: Student Union Supplement: Farewell,,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6337/datastream/OBJ/download,1373,islandora:sp_pdf
msvu:6333,,info:fedora/msvu:5955,,,,8 pages; b & w,,,Topics covered include: East Pakistan; United Nations; Civil War; India; Christmas,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6333,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)",Mount Saint Vincent University (Issuing body),,"December 8\, 1971",1971: East Pakistan,,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6333/datastream/OBJ/download,1374,islandora:sp_pdf
msvu:6332,,info:fedora/msvu:5955,,,,8 pages; b & w,,,Topics covered include: High School; Entering College; Council Structure; Etymology of Picaro; What I Like About the Mount; Shubenacadie Reserve; Intramurals; Drama; Class of '73,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6332,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Mount Saint Vincent University (Issuing body),Sonia Zwicker (Layout editor)",,January 1969,1969: High School Issue,,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6332/datastream/OBJ/download,1375,islandora:sp_pdf
msvu:6334,,info:fedora/msvu:5955,,,,1 page; b&w,,,Topic covered: Student Council Executive Election Results,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6334,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)",Mount Saint Vincent University (Issuing body),,"February 25\, 1971",1971: Thanks to the Student Body for Caring,,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6334/datastream/OBJ/download,1376,islandora:sp_pdf
msvu:6357,,info:fedora/msvu:5955,,,,11 pages; b & w,,,Topics covered include: Bette Stevenson; Student Unions of Nova Scotia (SUNS); Canadian Federation of Students (CFS); Sexual Violence; Mount housing co-op; Campus security; Mount playhouse; Cults; Conservatism; Student Christian Movement; Debating society; Anne Murray; The Andromeda Strain;,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6357,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"November 9\, 1982","1982\, Vol. 18\, No. 10: Stevenson hints at shape of things to come",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6357/datastream/OBJ/download,1377,islandora:sp_pdf
msvu:6362,,info:fedora/msvu:5955,,,,11 pages; b & w,,,"Topics covered include: Student Council debt; Union cost increase referendum; Employment Center for Students; Student Leadership Conference; Hiring\, Training Procedures; Project One; Funding cutbacks; International students; Volleyball provincials; Food Guide; Sam Moon; Pace; Spring Exam schedule","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6362,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"March 9\, 1982","1982\, Vol. 19 [17]\, No. 21: Students asked in referendum to pay up $300\,000 pledge",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6362/datastream/OBJ/download,1378,islandora:sp_pdf
msvu:6359,,info:fedora/msvu:5955,,,,8 pages; b & w,,,Topics covered include: Remembrance Day; Lecture series on regional disparity; Halifax Hostel; IMASCO scholarships for disabled students; Rubella; Tips on exam writing; The economy; Student Affairs committee; Badminton team; Art Gallery of·Nova Scotia; Christmas Exam Schedule,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6359,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"November 16\, 1982","1982\, Vol. 18\, No. 11: I'll know no war",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6359/datastream/OBJ/download,1379,islandora:sp_pdf
msvu:6358,,info:fedora/msvu:5955,,,,8 pages; b & w,,,"Topics covered include: Campus security\, sexual assault on campus; University community show; Multiple Sclerosis societies; Women at the Mount; Entertainment options; Poetry; Amateur Night; Jesus Christ Superstar; The Blushing Brides; Mason Chapman album; Christmas Exam schedule","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6358,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Patricia Gillis (Editor),Mount Saint Vincent University (Issuing body)",,"November 23\, 1982","1982\, Vol. 18\, No. 12: Assault prompts action at MSVU",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6358/datastream/OBJ/download,1380,islandora:sp_pdf
