PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
cbu:1232,,info:fedora/cbu:faculty-works,,,,,,The Nashwaak Review--1205-7681,,,"cbu:1232,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Cloud,,"Text,Journal Article",,,,,1096,ir:citationCModel
cbu:1249,,info:fedora/cbu:faculty-works,,,,,,Eratio: A Journal of Postmodern Poetry,,,"cbu:1249,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean",,,Makeshift poems,,"Text,Journal Article",,,,,1097,ir:citationCModel
cbu:1256,,info:fedora/cbu:faculty-works,,,,,,All the Sins,,,"cbu:1256,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Bittersweet,,"Text,Journal Article",,,,,1098,ir:citationCModel
cbu:1250,,info:fedora/cbu:faculty-works,,,,,,Eunoia Review,,,"cbu:1250,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean",,,Shadowgraph 62 (‘there must be a door’),,"Text,Journal Article",,,,,1099,ir:citationCModel
cbu:1568,,info:fedora/cbu:faculty-works,,,,,,,"This brief provides background to scaling up the “Farm Shop” project. Farm Shop’s team of business and agricultural specialists\, along with researchers from Kenya and Canada\, will test ways to increase the scale of Farm Shop’s operation. A growing number of informal agro-dealers across Kenya are adopting the Farm Shop franchise model which can boost retail revenues by 500%. The market-driven approach provides smallholders\, including women farmers\, with access to high quality products (e.g. seeds and fertilizer)\, services (e.g. soil testing\, animal health care)\, educational opportunities\, and trusted advice\, to improve livelihoods\, productivity\, and food security.",,"cbu:1568,cbu-school: Shannon School of Business,cbu-department: Organizational Management,http://hdl.handle.net/10625/57186",,"Jiwa\, Farouk (author),McKague\, Kevin (author)",,,"“Farm Shop” brings supplies\, knowledge and profits to Kenyan farmers : project profile",,"Text,Journal Article",,,,,1100,ir:citationCModel
cbu:1529,,info:fedora/cbu:faculty-works,,,,,,Canadian Anthropology Society Annual Meeting,"Exhibit for the members of the Cape Breton Jewish community currently living in Toronto at the Centre for Imaginative Ethnography\, York University",,"cbu:1529,cbu-school: Research Centers and Others,cbu-department: Centre for Sound Communities,https://cas-sca.ca/documents/Conference/Past/CASCA2014_Program.pdf",,"Canadian Anthropology Society Annual Meeting,Lyonblum\, Ely (author)",,,Jewish life on Cape Breton Island,,"Text,Conference Proceedings",,,,,1101,ir:citationCModel
cbu:1531,,info:fedora/cbu:faculty-works,,,,,,Energy & Fuels--Energy Fuels--0887-0624--1520-5029,"In this study\, biochar was thermally and chemically (thermo-chemically) modified and compared to the unmodified parent char in carbon dioxide adsorption. The biochars were sourced from sawmill residues and produced via fast pyrolysis in an auger reactor. The biochar was chemically functionalized using two novel methods of amine functionalization: (i) nitration\, followed by reduction\, and (ii) condensation of aminopropyl triethoxysilane on the surface. The obtained outcomes indicated functionalization resulted in a reduction in the pore volume and surface area of the biochar. The biochars (unmodified and chemically modified) were thermally activated via air diluted with nitrogen at moderate 560 °C to determine if the adsorption properties could be enhanced. The thermally treated functionalized chars had a lower H:C ratio\, higher surface area\, micropore volume\, and sufficient amount of nitrogen compared to the unmodified char. The thermally treated aminopropyl triethoxysilane char had the highest adsorption capacity of 3.7 mmol/g with 0.24 wt % nitrogen. Biochars sourced from residues demonstrated high efficiency of carbon dioxide removal\, comparable to some synthesized adsorbents reported in the literature.",,"cbu:1531,doi: 10.1021/acs.energyfuels.8b03056,http://pubs.acs.org/doi/10.1021/acs.energyfuels.8b03056,cbu-school: School of Science and Technology,cbu-department: Chemistry",,"Bamdad\, Hanieh (author),Hawboldt\, Kelly (author),MacQuarrie\, Stephanie (author)",,2018-11-15,Nitrogen functionalized biochar as a renewable adsorbent for efficient CO 2 removal,,"Journal Article,Text",,,,,1102,ir:citationCModel
cbu:1541,,info:fedora/cbu:faculty-works,,,,,,43rd ICTM World Conference,,,"cbu:1541,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,https://ictmusic.org/ictm2015/programme",,"43rd ICTM World Conference,Ostashewski\, Marcia (author)",,,"Integrating emerging technologies in community-engaged research in Cape Breton: New opportunities\, new challenges",,"Text,Conference Proceedings",,,,,1103,ir:citationCModel
cbu:1540,,info:fedora/cbu:faculty-works,,,,,,Folkways Alive!,"folkways Alive! in Partnership with Smithsonian Folkways Recordings University of Alberta\, November 2015\, Edmonton\, Alberta",,"cbu:1540,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"Folkways Alive!,Ostashewski\, Marcia (author)",,,Diversitycapebreton.ca – An ethnomusicological Perspective,,"Text,Conference Proceedings",,,,,1104,ir:citationCModel
cbu:1536,,info:fedora/cbu:faculty-works,,,,,,Embodied Artful Practices,,,"cbu:1536,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"Embodied Artful Practices,Lyonblum\, Ely (author),Ostashewski\, Marcia (author)",,,Curating spaces of performance and ethnographic Inquiry,,"Text,Conference Proceedings",,,,,1105,ir:citationCModel
cbu:1213,,info:fedora/cbu:faculty-works,,,,,,Canadian Journal of Communication--0705-3657,"In one of the artides marking Mohamud's return to Canada\, [Haroon Siddiqui] asked the following questions on August 16 about the Conservative government in relation to the case: ""Is it racist? Anti-Muslim? Too ideological? Prone to micromanagement? Or just plain incompdent?"" (2009b\, p. A15). A reader responded to Siddiqui in the August 17 issue noting that cases similar to Mohamud's had occurred under the watch of previous Liberal actaiinistrations and thus: ""regardless of who is in power\, the problem is systemic As a previous letter writer pointed out\, all of these cases involve Muslims"" ([Behrens\, Matthew]\, 2009\, p. Aio). In another artide\, on August 20\, Siddiqui continued with his exploration of the racial theme\, quoting a Canadian-Somali broadcaster as saying that "" fmjany Canadian embassies have an assumption of who's a Canadian The colour of your skin still plays a role\, even when you have a Canadian passport I was happy when [Brenda Martin] was brought back from Mexico in a government jet But we should help not just those who might look like the government's idea of a Canadian but\, rather\, all Canadians' "" (Siddiqui\, 2009e P- A27). The paper's editorial that day also called for legislation compelling the government to ad on behalf of dtizens abroad\, since recent systemic failures ""can leave new Canadians such as Mohamud feeling the sting of official indifference Since 9/11\, Muslims especially have suffered"" (Editorial\, 2009\, August 20\, p. A26). This theme was present in an artide by the Star's Oakland Ross in the August 22 issue of the paper (2009b). Also in that issue was a report that Mohamud had launched a lawsuit against the Canadian government over her treatment ([John Goddard]\, 2009g). The story indicated that Mohamud suspeded race to be a factor in her plight However\, an August 29 artide by the paper's Thomas Walkom suggested that it was not just a matter of radsm but also a matter of the Conservative government's ideological posture toward Muslims vis-à-vis a commitment to the war on terror (Walkom\, 2009). Walkom argued that there is mainstream rejection of Muslim immigration to Canada\, and the government's attitude to various cases of Muslim Canadians played to a mainstream constituency.\n\nThe National Post commenced covering the Mohamud case on July 23\, when the federal government finally mandated the DNA tests that subsequently vindicated Mohamud's identity daims (Huber\, 2009a). From the initial report\, the National Post articulated the story as one of triumph for Mohamud\, who would finally get the opportunity to return home. Unlike the Toronto Star\, the Post did not give the story consistent coverage after the first report and resumed coverage in mid-August. In an August 12 report\, the paper quoted Mohamud's lawyer as saying "" 'there definitely needs to be a review of what went wrong. . . . What is the methodology for determining that they (Canadian passport-holders) really are a Canadian dtizen? We can't just go by intuition or profiling or value judgments' "" (Huber\, 2009b\, p. A5). However\, the lawyer's comments did not have much visibility in the narrative. They appeared at the end of a detailed report about Mohamud's travails and the steps being finally taken by the Canadian government to enable her return. Although the story was sympathetic to Mohamud's plight\, the allegation of racism would have had more visibility had it been treated as a story in its own right (as The Globe and Mail had done) or at least appeared as part of the headline. Also\, when the National Post subsequently commented on the case in an editorial on August 13 titled ""Mohamud's Nightmare"" (2009\, p. A12)\, questioning the government's daim to have conduded ""condusive investigations"" in the case\, it did not mention the racial element\, focusing only on bureaucratic failures. A letter to the editor on August 19 complained that Mohamud's case\, in the context of the government's reaction to the cases of other Muslim Canadians abroad (and in contrast to the government's reaction to the Brenda Martin case)\, refleded a discriminatory attitude (Jabbar\, 2009). In the August 21 issue\, another reader\, however\, disagreed:",,"cbu:1213,cbu-school: School of Arts and Social Sciences,cbu-department: Communications and Languages",,"Odartey-Wellington\, Felix (author)",,,Erasing race in the Canadian media: The case of Suaad Hagi Mohamud,,"Text,Journal Article",,,,,1106,ir:citationCModel
cbu:1535,,info:fedora/cbu:faculty-works,,,,,,"Sport\, Ethics and Philosophy--Sport\, Ethics and Philosophy--1751-1321--1751-133X","Scholars across disciplines recognize sport as an institution perpetuating sexism and bias against women in light of its masculine ideals. However\, little philosophical research identifies how a masculine environment impacts women’s possibilities in sport. This paper shows that socially structured masculine ideals of athletic excellence impact recognition of women’s athletic achievements while contributing to contexts endangering respect and self-respect. Exploring athletic disrespect reveals connections to more broadly harmful sport practices that include physical and sexual violence. Thus\, the practical concern is that sport’s masculine ideals might undermine women’s pursuit of athletic excellence in more harmful ways than previously recognized.",,"cbu:1535,doi: 10.1080/17511321.2018.1539510,https://www.tandfonline.com/doi/full/10.1080/17511321.2018.1539510,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities,https://www.tandfonline.com/doi/full/10.1080/17511321.2018.1539510",excellence--gender--recognition--respect--self-respect,"Burrow\, Sylvia (author)",,2018-11-05,"Recognition\, respect and athletic excellence",,"Journal Article,Text",,,,,1107,ir:citationCModel
cbu:1532,,info:fedora/cbu:faculty-works,,,,,,Journal of Bioethical Inquiry--Bioethical Inquiry--1176-7529--1872-4353,Phenomenological interviews with queer women in rural Nova Scotia reveal significant forms of trauma experienced during labour and birth. Situating the accounts of participants within both phenomenological and intersectional analyses reveals harms enabled by structurally embedded heteronormative and homophobic healthcare practices and policies. Our account illustrates the breadth and depth of harm experienced and outlines how these violate core ethical principles and values in healthcare.,,"cbu:1532,doi: 10.1007/s11673-018-9882-5,http://link.springer.com/10.1007/s11673-018-9882-5,cbu-school: School of Arts and Social Sciences,cbu-department: Humanities",labour--birth--healthcare,"Burrow\, Sylvia (author),Goldberg\, Lisa (author),Searle\, Jennifer (author),Aston\, Megan (author)",,2018-11-06,"Vulnerability\, harm\, and compromised ethics revealed by the experiences of queer birthing women in rural healthcare",,"Journal Article,Text",,,,,1108,ir:citationCModel
cbu:1225,,info:fedora/cbu:faculty-works,,,,,,Grain,,,"cbu:1225,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Poetic outcrops,,"Text,Journal Article",,,,,1109,ir:citationCModel
cbu:179,,info:fedora/cbu:faculty-works,,,,,,Rabaska: Revue d'ethnologie de l'Amérique française--Rabaska--1703-7433--1916-7350,"Le titre de l’article reflète le fait que le conte bien connu de Cendrillon a connu un long parcours à partir de ses origines asiatiques jusqu’au Canada français. C’est le conte qui a connu le plus grand nombre d’études comparatives depuis la première parue en 1879. Cendrillon représente le conte type 510A de la typologie Aarne-Thompson- Uther (Atu) et partage plusieurs éléments avec d’autres contes apparentés\, dont Atu 480\, Les Fées\, ou Les Fées reconnaissantes. En tout\, 35 versions du conte ont été recueillies en Acadie\, soit le tiers du total répertorié dans la francophonie. Enfin\, la « Cendrillouse » acadienne ressemble peu au personnage familier des contes de Perrault. On trouve même dans nos versions des détails scatologiques qui rappellent les fabliaux du Moyen-Âge.",,"cbu:179,doi: 10.7202/1041114ar,http://id.erudit.org/iderudit/1041114ar,cbu-school: School of Arts and Social Sciences,cbu-department: Communications and Languages",,"Labelle\, Ronald (author)",,2017,"Le conte de Cendrillon : de la Chine à l’Acadie sur les ailes de la tradition,The tale of Cinderella and its long journey from China to Acadia",,"Journal Article,Text",,,,,1110,ir:citationCModel
cbu:1539,,info:fedora/cbu:faculty-works,,,,,,Croatian Community Hall,"November 2015\, Edmonton\, Alberta",,"cbu:1539,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"Croatian Community Hall,Ostashewski\, Marcia (author)",,,Diversitycapebreton.ca – A focus on Croatian histories and culture,,"Text,Conference Proceedings",,,,,1111,ir:citationCModel
cbu:1542,,info:fedora/cbu:faculty-works,,,,,,Canadian Polish Studies Conference,"Sydney\, Nova Scotia\, 2013",,"cbu:1542,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"Canadian Polish Studies Conference,Ostashewski\, Marcia (author)",,,"Collaborative\, community-based teaching and learning: The east and central Europeans communities and cultures in Cape Breton Web portal project",,"Text,Conference Proceedings",,,,,1112,ir:citationCModel
cbu:1543,,info:fedora/cbu:faculty-works,,,,,,Canadian Society for Traditional Music,"Edmonton\, Alberta\, 2013.",,"cbu:1543,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"Canadian Society for Traditional Music,Ostashewski\, Marcia (author),Nalepa\, Patricia (author)",,,"Collaborative\, community-based ethnomusicology: The cast and central European communities and cultures in Cape Breton web portal project",,"Text,Conference Proceedings",,,,,1113,ir:citationCModel
cbu:1544,,info:fedora/cbu:faculty-works,,,,,,International Small Islands Conference,"Sydney\, Nova Scotia\, 2012",,"cbu:1544,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"International Small Islands Conference,Ostashewski\, Marcia (author)",,,"Ukrainian histories\, heritage and contemporary communities on Cape Breton Island: Re-presenting the past\, creating new possibilities for the future",,"Text,Conference Proceedings",,,,,1114,ir:citationCModel
cbu:1545,,info:fedora/cbu:faculty-works,,,,,,19th Atlantic Canada Studies Conference,"Saint John\, New Brunswick\, 2012.",,"cbu:1545,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities",,"19th Atlantic Canada Studies Conference,Ostashewski\, Marcia (author)",,,Ukrainian communities and cultures in Cape Breton: Challenging national and regional histories and identities,,"Text,Conference Proceedings",,,,,1115,ir:citationCModel
cbu:1546,,info:fedora/cbu:faculty-works,,,,,,Partnership: The Canadian Journal of Library and Information Practice and Research--1911-9593,"Multidisciplinary research and services have attempted to decrease educational barriers and increase university success for African Canadian students. However\, these efforts have put limited focus on the influence of academic libraries on student success. This study examined racial differences in library anxiety and the coping methods undergraduates used in Nova Scotia\, Canada. To examine student experiences\, this study used a mixed-methods approach with surveys and interviews. In the preliminary phase\, survey findings demonstrated no significant racial difference. The interview phase revealed that African Nova Scotian undergraduates experienced lower library anxiety than Caucasian Nova Scotians. Specifically\, African Nova Scotians expressed comfort interacting with their community and public libraries prior to attending university. While attending university\, their initial reaction was overwhelmingly positive\, reflecting their previous experiences with community libraries. However\, throughout their degree programs their library anxiety increased when faced with barriers\, particularly with staff. In contrast\, the interviews revealed that Caucasian Nova Scotian undergraduates experienced higher levels of discomfort and anxiety during their pre-university interactions with public libraries and throughout their university programs. Based on the findings\, this study contributes to a racial and Canadian context rarely discussed in Library and Information Science. This exploratory study recognized inclusive practices and spaces as methods that librarians and staff can use to alleviate library anxiety. These practices and spaces are particularly significant in lowering library anxiety for African Nova Scotian students and should continue in order to assure a successful transition into university for these students.",,"cbu:1546,cbu-school: School of Arts and Social Sciences,cbu-department: Library,doi: 10.21083/partnership.v13i2.4366,https://journal.lib.uoguelph.ca/index.php/perj/article/view/4366",library anxiety--Nova Scotia--race--staff barriers--undergraduate students,"Fraser\, K-Lee (author),Bartlett\, Joan C. (author)",,,"Fear at first sight: Library anxiety\, race\, and Nova Scotia",,"Text,Journal Article",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:1546/datastream/PDF/download,1116,ir:citationCModel
cbu:1551,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,"A great many Central and Eastern Europeans were among the laborers who immigrated to work in Cape Breton mines and steel mills in the 19th and early 20th centuries. Despite their continuing contribution to the region\, Cape Bretoners of Eastern and Central European descent have been overshadowed in public memory and scholarship by the island’s more familiar Scottish and Acadian communities. This article addresses a project through which an international and interdisciplinary group of scholars living locally in Cape Breton and abroad\, as well as numerous local community partners\, aimed address this lacuna. The participants’ concrete objective was the production of a web portal – diversitycapebreton.ca – that opens up onto reams of curated digital material. These digital media complement the project’s program of public outreach. This article focuses on ways in which this digital curation project served (and continues to serve) as a space for the continual collaborative re-creation of communities and histories.",,"cbu:1551,doi: 10.7202/1039657ar,http://id.erudit.org/iderudit/1039657ar,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,https://www.erudit.org/en/journals/ethno/2015-v37-n1-ethno03047/1039657ar/",,"Ostashewski\, Marcia (author),Favaro\, Eric (author),Rosenblum\, Ely (author),Nalepa\, Patricia (author),Zoric\, Jana (author),Vukobratovic\, Jelka (author)",,2015,Virtual (music) exhibits as critical spaces of community engagement: The  web portal,,"Journal Article,Text",,,,,1117,ir:citationCModel
cbu:1547,,info:fedora/cbu:faculty-works,,,,,,The Sport Psychologist--The Sport Psychologist--0888-4781--1543-2793,"Using a qualitative case study design\, the purpose of the present study was to explore the experiences of one former exemplary peer athlete mentor (i.e.\, Nick [pseudonym]). Data from three interviews (totaling 4hrs and 50min) with Nick were analyzed using thematic narrative analysis. Nick indicated that mentoring played a key role in an athlete’s ability to rise to elite sport. He noted that he was motivated to mentor his protégés for their benefit but also for the shared gains associated with mentorship—the latter of which suggested he was involved in relational mentoring relationships (Ragins\, 2016). He further described having an unwavering belief in his protégés and a deep allegiance to them. Finally\, Nick shared his views on the complexity of the “mentoring identity” that he\, to some extent\, adopted. The findings provide novel insights into why\, and to some degree how\, athletes may serve as peer mentors.",,"cbu:1547,doi: 10.1123/tsp.2018-0020,https://journals.humankinetics.com/doi/10.1123/tsp.2018-0020,cbu-school: School of Arts and Social Sciences,cbu-department: Experiential Studies in Community and Sport",mentorship--sport--psychology--qualitative research--athlete leadership,"Hoffmann\, Matt (author),Loughead\, Todd (author),Caron\, Jeffrey (author)",,2018-11-13,Mentoring identity and the motivation to mentor: A case study of an exemplary peer athlete mentor,,"Journal Article,Text",,,,,1118,ir:citationCModel
cbu:1550,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:1550,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,http://www.capebretonukrainianchurch.ca/",,"Ostashewski\, Marcia (author)",,,"Cape Breton Ukrainian church\, virtual exhibit entitled Mnohaya lita! Celebrating 100 years of Ukrainian faith in Cape Breton",,"Text,Conference Proceedings",,,,,1119,ir:citationCModel
cbu:1538,,info:fedora/cbu:faculty-works,,,,,,Singing the Circle: 23rd International Kodaly Symposium and Music Festival,"University of Alberta\, August 2017\, Camrose\, Alberta",,"cbu:1538,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,http://www.kodalysymposium2017.com/schedule-1/",,"Singing the Circle: 23rd International Kodaly Symposium and Music Festival,Ostashewski\, Marcia (author)",,,Culturally responsive teaching and learning: Cape Breton’s communities and diversitycapebreton.ca,,"Text,Conference Proceedings",,,,,1120,ir:citationCModel
cbu:1537,,info:fedora/cbu:faculty-works,,,,,,20th Atlantic Canada Studies Conference,"University of New Brunswick\, Fredericton\, NB\, May 1-3 2014",,"cbu:1537,cbu-school: School of Arts and Social Sciences,cbu-department: Centre,https://www.unb.ca/fredericton/arts/departments/history/pdfs/acscprogram2014.pdf",,"20th Atlantic Canada Studies Conference,Ostashewski\, Marcia (author)",,,Complicating images of Nova Scotia: East and central European communities and cultures of Cape Breton,,"Text,Conference Proceedings",,,,,1121,ir:citationCModel
cbu:1237,,info:fedora/cbu:faculty-works,,,,,,Adelaide,,,"cbu:1237,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,USA/Portugal,,"Text,Journal Article",,,,,1122,ir:citationCModel
cbu:1235,,info:fedora/cbu:faculty-works,,,,,,QWERTY,,,"cbu:1235,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Shadowgraph 129 (‘the behaviour of the deep’),,"Text,Journal Article",,,,,1123,ir:citationCModel
cbu:1227,,info:fedora/cbu:faculty-works,,,,,,Grain,,,"cbu:1227,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Raw triptych,,"Text,Journal Article",,,,,1124,ir:citationCModel
cbu:1228,,info:fedora/cbu:faculty-works,,,,,,Grain,,,"cbu:1228,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Tidelines,,"Text,Journal Article",,,,,1125,ir:citationCModel
cbu:1226,,info:fedora/cbu:faculty-works,,,,,,Grain,,,"cbu:1226,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Cropped,,"Text,Journal Article",,,,,1126,ir:citationCModel
cbu:1244,,info:fedora/cbu:faculty-works,,,,,,Adelaide,,,"cbu:1244,cbu-school: School of Arts and Social Sciences,cbu-department: Communities and Connections",poetry,"Howard\, Sean (author)",,,Shadowgraph 144 (‘from one cavity to another’),,"Text,Journal Article",,,,,1127,ir:citationCModel
cbu:1552,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,"A great many Central and Eastern Europeans were among the laborers who immigrated to work in Cape Breton mines and steel mills in the 19th and early 20th centuries. Despite their continuing contribution to the region\, Cape Bretoners of Eastern and Central European descent have been overshadowed in public memory and scholarship by the island’s more familiar Scottish and Acadian communities. This article addresses a project through which an international and interdisciplinary group of scholars living locally in Cape Breton and abroad\, as well as numerous local community partners\, aimed address this lacuna. The participants’ concrete objective was the production of a web portal – diversitycapebreton.ca – that opens up onto reams of curated digital material. These digital media complement the project’s program of public outreach. This article focuses on ways in which this digital curation project served (and continues to serve) as a space for the continual collaborative re-creation of communities and histories.",,"cbu:1552,doi: 10.7202/1039657ar,http://id.erudit.org/iderudit/1039657ar,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,https://www.erudit.org/en/journals/ethno/2015-v37-n1-ethno03047/1039657ar/abstract/",,"Ostashewski\, Marcia (author),Favaro\, Eric (author),Rosenblum\, Ely (author),Nalepa\, Patricia (author),Zoric\, Jana (author),Vukobratovic\, Jelka (author)",,2015,Virtual (music) exhibits as critical spaces of community engagement: The  web portal,,"Journal Article,Text",,,,,1128,ir:citationCModel
cbu:1555,,info:fedora/cbu:faculty-works,,,,,,Ethnologies--Ethnologies--1481-5974--1708-0401,Ethnologies: Exhibiting Soundscapes,,"cbu:1555,doi: 10.7202/1039643ar,http://id.erudit.org/iderudit/1039643ar,cbu-school: School of Arts and Social Sciences,cbu-department: Centre for Sound Communities,https://www.erudit.org/en/journals/ethno/2015-v37-n1-ethno03047/1039643ar/",,"Ostashewski\, Marcia (author),Frishkopf\, Michael (author)",,2015,Introduction,,"Journal Article,Text",,,,,1129,ir:citationCModel
cbu:1556,,info:fedora/cbu:faculty-works,,,,,,,,,cbu:1556,,,,,New Object,,,,,,,1130,ir:citationCModel
cbu:1585,,info:fedora/cbu:faculty-works,,,,,,Pharmaceuticals--Pharmaceuticals--1424-8247,"Enhancing the limit of detection (LOD) is significant for crucial diseases. Cancer development could take more than 10 years\, from one mutant cell to a visible tumor. Early diagnosis facilitates more effective treatment and leads to higher survival rate for cancer patients. Rolling circle amplification (RCA) is a simple and efficient isothermal enzymatic process that utilizes nuclease to generate long single stranded DNA (ssDNA) or RNA. The functional nucleic acid unit (aptamer\, DNAzyme) could be replicated hundreds of times in a short period\, and a lower LOD could be achieved if those units are combined with an enzymatic reaction\, Surface Plasmon Resonance\, electrochemical\, or fluorescence detection\, and other different kinds of biosensor. Multifarious RCA-based platforms have been developed to detect a variety of targets including DNA\, RNA\, SNP\, proteins\, pathogens\, cytokines\, micromolecules\, and diseased cells. In this review\, improvements in using the RCA technique for medical biosensors and biomedical applications were summarized and future trends in related research fields described.",,"cbu:1585,doi: 10.3390/ph11020035,http://www.mdpi.com/1424-8247/11/2/35,cbu-school: Research Centers and Others,cbu-department: Verschuren Centre",,"Gu\, Lide (author),Yan\, Wanli (author),Liu\, Le (author),Wang\, Shujun (author),Zhang\, Xu (author),Lyu\, Mingsheng (author)",,2018-04-21,Research Progress on Rolling Circle Amplification (RCA)-Based Biomedical Sensing,CC-BY-NC,"Journal Article,Text",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:1585/datastream/PDF/download,1131,ir:citationCModel
cbu:1601,,info:fedora/cbu:faculty-works,,,,,,Monthly Notices of the Royal Astronomical Society--0035-8711--1365-2966,"This is the final photometric study of TW Hya based on new MOST satellite observations. During 2014 and 2017\, the light curves showed stable 3.75- and  3.69-d quasi-periodic oscillations\, respectively. Both values appear to be closely related to the stellar rotation period\, as they might be created by changing visibility of a hotspot formed near the magnetic pole directed towards the observer. These major light variations were superimposed on a chaotic\, flaring-type activity caused by hotspots resulting from unstable accretion – a situation reminiscent of that in 2011\, when TW Hya showed signs of a moderately stable accretion state. In 2015\, only drifting quasi-periods were observed\, similar to those present in 2008–2009 data and typical for magnetized stars accreting in a strongly unstable regime. A rich set of multicolour data was obtained during 2013–2017 with the primary aim of characterizing the basic spectral properties of the mysterious occultations in TW Hya. Although several possible occultation-like events were identified\, they are not as well defined as in the 2011 MOST data. The new ground-based and MOST data show a dozen previously unnoticed flares\, as well as small-amplitude 11 min–3 h brightness variations\, associated with ‘accretion bursts’. We cannot exclude the possibility that the shortest 11–15 min variations could also be caused by thermal instability oscillations in an accretion shock.",,"cbu:1601,doi: 10.1093/mnras/sty1220,https://academic.oup.com/mnras/article/478/1/758/5032347,cbu-school: School of Science and Technology,cbu-department: Mathematics\, Physics and Geology",,"Siwak\, Michal (author),Ogloza\, Waldemar (author),Moffat\, Anthony F J (author),Matthews\, Jaymie M (author),Rucinski\, Slavek M (author),Kallinger\, Thomas (author),Kuschnig\, Rainer (author),Cameron\, Chris (author),Weiss\, Werner W (author),Rowe\, Jason F (author),Guenther\, David B (author),Sasselov\, Dimitar (author)",,2018-06-02,Photometric variability of TW Hya from seconds to years as seen from space and the ground during 2013–2017,,"Journal Article,Text",,,,,1132,ir:citationCModel
